Unnamed: 0,property_type,claim_id,claim_amount,property_value,pml,deductible,claim_status,payment,incident_date,payment_date,incident_type
267,house,dc4fee31,186560.0,572000.0,114000.0,5000.0,settled,181560,2007-01-18,2007-04-18,other
268,house,1bcb78e7,206670.0,496000.0,99000.0,1000.0,settled,205670,2009-07-21,2009-10-19,fire
269,house,24b6d104,216550.0,590000.0,118000.0,500.0,settled,216050,2014-11-01,2015-01-30,water damage
270,house,9f188668,184570.0,542000.0,108000.0,1000.0,settled,183570,2016-12-23,2017-03-23,fire
271,house,7e031490,196620.0,832000.0,166000.0,2000.0,settled,194620,2005-10-17,2006-01-15,water damage
272,house,9649461a,204300.0,217000.0,43000.0,5000.0,settled,199300,2012-04-15,2012-07-14,fire
273,house,1aa4139f,199210.0,608000.0,122000.0,500.0,open,20000,2019-01-19,2019-04-19,theft
274,house,45322160,199250.0,506000.0,101000.0,2000.0,settled,197250,2008-03-27,2008-06-25,fire
275,house,8537c955,186880.0,504000.0,101000.0,1000.0,settled,185880,2005-12-31,2006-03-31,fire
276,house,005eee26,206560.0,593000.0,119000.0,500.0,settled,206060,2019-02-04,2019-05-05,water damage
277,house,4d68f9ab,191530.0,295000.0,59000.0,1000.0,settled,190530,2006-05-04,2006-08-02,nat cat
278,house,24c7dd61,210620.0,355000.0,71000.0,2000.0,under investigation,0,2019-01-21,,fire
279,house,9a578915,216390.0,766000.0,153000.0,500.0,settled,215890,2013-01-14,2013-04-14,water damage
280,house,e6b008ae,215300.0,486000.0,97000.0,2000.0,settled,213300,2016-10-09,2017-01-07,fire
281,house,ee809bba,191060.0,579000.0,116000.0,500.0,under investigation,0,2023-08-13,,fire
282,house,b27a6a43,182620.0,571000.0,114000.0,1000.0,under investigation,0,2019-08-19,,fire
283,house,e43c0c14,217070.0,443000.0,89000.0,5000.0,settled,212070,2023-04-28,2023-07-27,nat cat
284,house,ff808bee,220180.0,446000.0,89000.0,2000.0,settled,218180,2015-09-22,2015-12-21,fire
285,house,5248bc5c,209500.0,396000.0,79000.0,5000.0,under investigation,0,2008-08-18,,fire
286,house,9a4ff3d7,190820.0,467000.0,93000.0,2000.0,settled,188820,2014-10-24,2015-01-22,nat cat
287,house,b8dd5cbf,207260.0,338000.0,68000.0,2000.0,settled,205260,2016-09-06,2016-12-05,nat cat
288,house,24c805e6,215750.0,303000.0,61000.0,2000.0,open,20000,2009-05-15,2009-08-13,theft
289,house,e411c74d,196300.0,294000.0,59000.0,1000.0,under investigation,0,2017-04-22,,fire
290,house,dda1cabc,198760.0,497000.0,99000.0,1000.0,open,20000,2008-08-17,2008-11-15,theft
291,house,03766dba,190990.0,665000.0,133000.0,1000.0,settled,189990,2017-06-17,2017-09-15,water damage
292,house,5fcbb72a,173410.0,485000.0,97000.0,5000.0,settled,168410,2007-11-11,2008-02-09,water damage
293,house,9474b608,194390.0,342000.0,68000.0,500.0,settled,193890,2019-12-07,2020-03-06,nat cat
294,house,55de8c19,197360.0,415000.0,83000.0,5000.0,settled,192360,2019-04-09,2019-07-08,water damage
295,house,3ae8e5cf,227100.0,452000.0,90000.0,1000.0,settled,226100,2020-06-19,2020-09-17,water damage
296,house,8c7c330a,202340.0,596000.0,119000.0,5000.0,settled,197340,2013-06-20,2013-09-18,fire
297,house,f8748e01,217110.0,486000.0,97000.0,1000.0,denied,0,2023-12-22,,fire
298,house,e315ba95,205510.0,280000.0,56000.0,5000.0,settled,200510,2004-05-14,2004-08-12,fire
299,house,e0b1037f,187990.0,525000.0,105000.0,1000.0,settled,186990,2019-05-01,2019-07-30,other
300,house,e7266e92,208930.0,432000.0,86000.0,1000.0,under investigation,0,2017-01-13,,water damage
301,house,340241b3,212420.0,743000.0,149000.0,500.0,under investigation,0,2011-08-21,,other
302,house,029929f5,195840.0,456000.0,91000.0,5000.0,settled,190840,2020-01-21,2020-04-20,other
303,house,aea13dc5,214200.0,267000.0,53000.0,500.0,settled,213700,2023-01-08,2023-04-08,fire
304,house,db78a122,183100.0,408000.0,82000.0,5000.0,settled,178100,2015-01-06,2015-04-06,water damage
305,house,8f40becc,194100.0,304000.0,61000.0,1000.0,settled,193100,2021-09-20,2021-12-19,water damage
306,house,9077b624,207110.0,468000.0,94000.0,1000.0,settled,206110,2008-01-30,2008-04-29,water damage
307,house,2f1c98ed,221850.0,372000.0,74000.0,5000.0,under investigation,0,2017-08-13,,nat cat
308,house,b23c080c,233580.0,422000.0,84000.0,500.0,settled,233080,2016-04-30,2016-07-29,nat cat
309,house,7f339d9e,202170.0,427000.0,85000.0,1000.0,under investigation,0,2004-07-29,,water damage
310,house,d9f9e722,190650.0,385000.0,77000.0,5000.0,settled,185650,2010-09-14,2010-12-13,fire
311,house,b239ffdb,208400.0,344000.0,69000.0,1000.0,settled,207400,2008-04-20,2008-07-19,fire
312,house,4bb54dbe,201760.0,489000.0,98000.0,1000.0,open,20000,2015-04-15,2015-07-14,theft
313,house,44012241,213070.0,450000.0,90000.0,5000.0,open,20000,2018-03-24,2018-06-22,theft
314,house,b3590360,211460.0,459000.0,92000.0,2000.0,settled,209460,2015-12-05,2016-03-04,water damage
315,house,8585e1a0,184860.0,579000.0,116000.0,1000.0,settled,183860,2015-05-03,2015-08-01,water damage
316,house,3c3867a2,192030.0,239000.0,48000.0,1000.0,settled,191030,2012-06-19,2012-09-17,nat cat
317,house,3e41d6ec,179680.0,404000.0,81000.0,5000.0,settled,174680,2018-10-30,2019-01-28,water damage
318,house,805f5339,208210.0,509000.0,102000.0,5000.0,settled,203210,2017-12-06,2018-03-06,water damage
319,house,bb702c78,190210.0,395000.0,79000.0,1000.0,settled,189210,2019-02-12,2019-05-13,nat cat
320,house,2166e78e,182790.0,524000.0,105000.0,5000.0,settled,177790,2021-01-22,2021-04-22,other
321,house,9b0a58ab,213660.0,423000.0,85000.0,1000.0,settled,212660,2016-01-28,2016-04-27,other
322,house,3188d3ae,212670.0,169000.0,34000.0,2000.0,under investigation,0,2020-09-29,,water damage
323,house,67bb5391,212340.0,213000.0,43000.0,2000.0,settled,210340,2018-02-07,2018-05-08,fire
324,house,2fc704cf,224640.0,358000.0,72000.0,500.0,open,20000,2018-07-29,2018-10-27,theft
325,house,8a8501a8,189810.0,455000.0,91000.0,5000.0,settled,184810,2023-07-26,2023-10-24,fire
326,house,15002118,204540.0,394000.0,79000.0,5000.0,settled,199540,2018-08-23,2018-11-21,nat cat
327,house,547bcf40,203400.0,205000.0,41000.0,5000.0,settled,198400,2020-03-12,2020-06-10,water damage
328,house,9b6e5cca,190150.0,270000.0,54000.0,5000.0,settled,185150,2008-08-05,2008-11-03,fire
329,house,47aae4f0,182470.0,515000.0,103000.0,500.0,settled,181970,2011-01-26,2011-04-26,nat cat
330,house,f224dffd,200290.0,523000.0,105000.0,5000.0,settled,195290,2015-02-01,2015-05-02,fire
331,house,214ffa9f,161880.0,704000.0,141000.0,500.0,settled,161380,2015-08-14,2015-11-12,fire
332,house,538ba59a,189540.0,319000.0,64000.0,1000.0,settled,188540,2014-03-18,2014-06-16,other
333,house,cc734e0f,180470.0,502000.0,100000.0,500.0,open,20000,2004-04-19,2004-07-18,theft
334,house,8153fdaf,191050.0,578000.0,116000.0,2000.0,settled,189050,2011-05-23,2011-08-21,water damage
335,house,8e858730,187950.0,418000.0,84000.0,5000.0,settled,182950,2015-03-30,2015-06-28,nat cat
336,house,249ce74e,211070.0,335000.0,67000.0,2000.0,settled,209070,2005-10-01,2005-12-30,fire
337,house,8fef2255,191610.0,210000.0,42000.0,2000.0,settled,189610,2023-08-25,2023-11-23,water damage
338,house,de77a467,183560.0,53000.0,11000.0,5000.0,settled,178560,2015-04-06,2015-07-05,fire
339,house,ab636b70,212500.0,620000.0,124000.0,5000.0,settled,207500,2014-05-20,2014-08-18,fire
340,house,59edbaf6,212330.0,561000.0,112000.0,1000.0,open,20000,2011-06-13,2011-09-11,theft
341,house,2ab1dc8b,198470.0,522000.0,104000.0,500.0,settled,197970,2013-01-17,2013-04-17,fire
342,house,24dad5bc,205630.0,350000.0,70000.0,500.0,settled,205130,2010-10-24,2011-01-22,nat cat
343,house,c9161a83,183090.0,567000.0,113000.0,500.0,settled,182590,2023-03-01,2023-05-30,water damage
344,house,a2b82758,191530.0,669000.0,134000.0,2000.0,open,20000,2010-07-06,2010-10-04,theft
345,house,05779929,203130.0,251000.0,50000.0,2000.0,settled,201130,2019-07-24,2019-10-22,nat cat
346,house,4849b268,175640.0,348000.0,70000.0,1000.0,settled,174640,2021-07-08,2021-10-06,fire
347,house,8e6319a2,221230.0,306000.0,61000.0,500.0,settled,220730,2011-08-11,2011-11-09,fire
348,house,b2f9167e,210360.0,314000.0,63000.0,5000.0,settled,205360,2004-12-14,2005-03-14,water damage
349,house,f44c2a06,188500.0,272000.0,54000.0,500.0,settled,188000,2014-11-18,2015-02-16,water damage
350,house,2b3443da,214210.0,424000.0,85000.0,1000.0,denied,0,2014-10-21,,water damage
351,house,09cbfa41,193420.0,334000.0,67000.0,2000.0,settled,191420,2005-11-19,2006-02-17,water damage
352,house,4867496b,182780.0,347000.0,69000.0,1000.0,settled,181780,2020-01-05,2020-04-04,nat cat
353,house,0c7f44b5,220570.0,339000.0,68000.0,5000.0,under investigation,0,2018-12-12,,other
354,house,77edce0a,202300.0,304000.0,61000.0,5000.0,settled,197300,2019-08-01,2019-10-30,nat cat
355,house,787c7b05,180930.0,421000.0,84000.0,5000.0,under investigation,0,2008-04-30,,fire
356,house,2d427224,177090.0,549000.0,110000.0,5000.0,settled,172090,2007-07-02,2007-09-30,fire
357,house,ffa4dc77,203330.0,378000.0,76000.0,1000.0,denied,0,2012-04-08,,water damage
358,house,105e5ade,202880.0,257000.0,51000.0,5000.0,settled,197880,2007-05-23,2007-08-21,fire
359,house,1e79797a,214700.0,453000.0,91000.0,5000.0,settled,209700,2009-10-24,2010-01-22,other
360,house,65416a49,204500.0,431000.0,86000.0,1000.0,under investigation,0,2013-08-18,,fire
361,house,71427068,200470.0,347000.0,69000.0,5000.0,settled,195470,2012-12-04,2013-03-04,nat cat
362,house,e80e3bf8,201610.0,583000.0,117000.0,1000.0,under investigation,0,2019-03-29,,nat cat
363,house,5fd21e2a,211000.0,508000.0,102000.0,2000.0,settled,209000,2011-08-25,2011-11-23,fire
364,house,90116ad7,176050.0,263000.0,53000.0,2000.0,denied,0,2011-11-14,,fire
365,house,6fdb718a,194670.0,673000.0,135000.0,500.0,settled,194170,2006-10-14,2007-01-12,nat cat
366,house,b46c6a23,188430.0,675000.0,135000.0,500.0,open,20000,2011-11-13,2012-02-11,theft
367,house,df3de34a,221550.0,517000.0,103000.0,5000.0,denied,0,2023-08-29,,fire
368,house,c9e4937c,205220.0,543000.0,109000.0,1000.0,settled,204220,2014-10-20,2015-01-18,fire
369,house,f166a332,196120.0,554000.0,111000.0,2000.0,under investigation,0,2016-06-13,,fire
370,house,efea25cb,232680.0,412000.0,82000.0,1000.0,denied,0,2020-12-31,,nat cat
371,house,ccea1197,207670.0,461000.0,92000.0,5000.0,settled,202670,2004-11-04,2005-02-02,nat cat
372,house,0be10e7a,202370.0,662000.0,132000.0,2000.0,settled,200370,2006-04-07,2006-07-06,water damage
373,house,6828b9fe,203980.0,609000.0,122000.0,500.0,settled,203480,2010-05-29,2010-08-27,water damage
374,house,3ada2ea8,214680.0,488000.0,98000.0,500.0,under investigation,0,2005-08-22,,water damage
375,house,3bf1e9d4,200730.0,462000.0,92000.0,5000.0,settled,195730,2015-06-06,2015-09-04,fire
376,house,36ae5602,185960.0,535000.0,107000.0,1000.0,settled,184960,2018-08-20,2018-11-18,fire
377,house,8cad9bf7,212570.0,730000.0,146000.0,2000.0,settled,210570,2008-10-18,2009-01-16,water damage
378,house,408652e0,202900.0,358000.0,72000.0,5000.0,settled,197900,2015-08-23,2015-11-21,fire
379,house,c5b8e72c,220780.0,300000.0,60000.0,1000.0,settled,219780,2015-11-16,2016-02-14,fire
380,house,ff518e22,217490.0,393000.0,79000.0,1000.0,settled,216490,2023-02-15,2023-05-16,nat cat
381,house,91d417ef,194280.0,369000.0,74000.0,2000.0,under investigation,0,2004-01-31,,fire
382,house,1f05ecf6,179280.0,432000.0,86000.0,2000.0,settled,177280,2023-09-03,2023-12-02,fire
383,house,9bd1d1cf,199730.0,325000.0,65000.0,500.0,open,20000,2015-06-18,2015-09-16,theft
384,house,e1d62a85,193220.0,259000.0,52000.0,500.0,settled,192720,2019-03-08,2019-06-06,water damage
385,house,5f7682f4,202410.0,693000.0,139000.0,1000.0,open,20000,2010-05-31,2010-08-29,theft
386,house,62385d6c,219630.0,421000.0,84000.0,1000.0,settled,218630,2010-02-14,2010-05-15,nat cat
387,house,8f076d46,190870.0,339000.0,68000.0,5000.0,open,20000,2023-12-22,2024-03-21,theft
388,house,c3c4d46c,182180.0,457000.0,91000.0,5000.0,settled,177180,2018-08-06,2018-11-04,nat cat
389,house,85da231a,195770.0,447000.0,89000.0,5000.0,settled,190770,2011-11-04,2012-02-02,water damage
390,house,0a7053c0,206920.0,418000.0,84000.0,5000.0,settled,201920,2016-08-25,2016-11-23,other
391,house,61133e60,211360.0,324000.0,65000.0,2000.0,open,20000,2013-07-25,2013-10-23,theft
392,house,4997e4cc,222250.0,589000.0,118000.0,1000.0,denied,0,2014-02-28,,fire
393,house,490a7e6b,196910.0,445000.0,89000.0,1000.0,settled,195910,2022-03-06,2022-06-04,fire
394,house,bab8b5be,173630.0,382000.0,76000.0,500.0,settled,173130,2004-05-10,2004-08-08,fire
395,house,beddf51d,234420.0,417000.0,83000.0,1000.0,settled,233420,2005-02-08,2005-05-09,water damage
396,house,6de79e54,181190.0,780000.0,156000.0,1000.0,under investigation,0,2021-10-09,,water damage
397,house,aeac29d7,189100.0,645000.0,129000.0,500.0,settled,188600,2012-02-07,2012-05-07,fire
398,house,4bb2cc75,208030.0,544000.0,109000.0,5000.0,under investigation,0,2012-11-11,,fire
399,house,bcbb199a,159960.0,316000.0,63000.0,5000.0,settled,154960,2022-09-05,2022-12-04,water damage
400,house,f0565c81,190390.0,335000.0,67000.0,5000.0,settled,185390,2012-08-23,2012-11-21,nat cat
401,house,ee6184d8,204640.0,290000.0,58000.0,2000.0,under investigation,0,2013-01-05,,water damage
402,house,520062af,167150.0,407000.0,81000.0,500.0,under investigation,0,2011-12-12,,other
403,house,8e07a2c5,204530.0,384000.0,77000.0,500.0,under investigation,0,2018-09-25,,fire
404,house,289a00b6,227010.0,430000.0,86000.0,5000.0,settled,222010,2007-02-24,2007-05-25,water damage
405,house,2633f172,196840.0,244000.0,49000.0,5000.0,open,20000,2018-02-05,2018-05-06,theft
406,house,cbe63bb2,179450.0,448000.0,90000.0,5000.0,settled,174450,2006-06-29,2006-09-27,nat cat
407,house,0912c744,183480.0,553000.0,111000.0,2000.0,denied,0,2019-07-11,,nat cat
408,house,f836ce79,202100.0,468000.0,94000.0,1000.0,settled,201100,2008-10-16,2009-01-14,water damage
409,house,3200031a,210820.0,395000.0,79000.0,500.0,settled,210320,2005-09-18,2005-12-17,nat cat
410,house,3da5cf41,222790.0,501000.0,100000.0,500.0,settled,222290,2004-11-01,2005-01-30,fire
411,house,180d8a89,214420.0,689000.0,138000.0,1000.0,settled,213420,2021-02-27,2021-05-28,fire
412,house,88521b56,192820.0,653000.0,131000.0,500.0,settled,192320,2020-06-30,2020-09-28,fire
413,house,1be3e624,203830.0,668000.0,134000.0,500.0,settled,203330,2005-10-12,2006-01-10,nat cat
414,house,886d0d1d,206160.0,211000.0,42000.0,500.0,settled,205660,2005-10-14,2006-01-12,water damage
415,house,3da297f9,195500.0,374000.0,75000.0,5000.0,settled,190500,2020-11-17,2021-02-15,water damage
416,house,481b70f2,206760.0,521000.0,104000.0,1000.0,settled,205760,2012-06-05,2012-09-03,fire
417,house,bb4c7571,201820.0,724000.0,145000.0,2000.0,settled,199820,2012-06-15,2012-09-13,fire
418,house,dce46158,201820.0,781000.0,156000.0,500.0,settled,201320,2017-11-06,2018-02-04,fire
419,house,00eba86f,217570.0,736000.0,147000.0,2000.0,settled,215570,2005-02-15,2005-05-16,water damage
420,house,e6d159be,216610.0,476000.0,95000.0,5000.0,open,20000,2005-01-24,2005-04-24,theft
421,house,2ae824d2,190820.0,463000.0,93000.0,2000.0,open,20000,2022-03-05,2022-06-03,theft
422,house,a3a8ac2f,214310.0,400000.0,80000.0,500.0,under investigation,0,2018-05-08,,water damage
423,house,7c2bbb3d,227000.0,244000.0,49000.0,5000.0,settled,222000,2017-05-06,2017-08-04,water damage
424,house,76568b00,189730.0,293000.0,59000.0,5000.0,under investigation,0,2010-04-26,,fire
425,house,7e1c3e54,200290.0,647000.0,129000.0,5000.0,open,20000,2020-03-13,2020-06-11,theft
426,house,6e75bf11,200410.0,324000.0,65000.0,2000.0,settled,198410,2011-05-09,2011-08-07,fire
427,house,f8065f38,181550.0,406000.0,81000.0,1000.0,settled,180550,2011-03-21,2011-06-19,fire
428,house,5156af33,209270.0,261000.0,52000.0,500.0,settled,208770,2022-05-20,2022-08-18,fire
429,house,195498cf,195180.0,309000.0,62000.0,5000.0,settled,190180,2016-11-17,2017-02-15,fire
430,house,387f867b,206110.0,488000.0,98000.0,1000.0,settled,205110,2011-07-12,2011-10-10,fire
431,house,f69ee12e,199870.0,436000.0,87000.0,5000.0,settled,194870,2014-08-05,2014-11-03,water damage
432,house,8cc5d3a2,203400.0,474000.0,95000.0,1000.0,settled,202400,2017-05-25,2017-08-23,water damage
433,house,65b0825f,194190.0,275000.0,55000.0,1000.0,settled,193190,2008-08-26,2008-11-24,water damage
434,house,fcf0f19f,190370.0,541000.0,108000.0,5000.0,settled,185370,2006-04-15,2006-07-14,other
435,house,e71b0ed1,197140.0,432000.0,86000.0,2000.0,settled,195140,2009-02-15,2009-05-16,water damage
436,house,06709a5d,204360.0,281000.0,56000.0,500.0,settled,203860,2019-05-25,2019-08-23,water damage
437,house,0de64de1,226550.0,278000.0,56000.0,1000.0,under investigation,0,2013-02-09,,fire
438,house,cd64eb26,189590.0,490000.0,98000.0,2000.0,denied,0,2021-09-26,,fire
439,house,52b0b598,202880.0,333000.0,67000.0,500.0,under investigation,0,2005-02-07,,water damage
440,house,85726397,204560.0,472000.0,94000.0,2000.0,settled,202560,2015-06-21,2015-09-19,fire
441,house,d74a7536,172050.0,511000.0,102000.0,5000.0,settled,167050,2013-08-04,2013-11-02,fire
442,house,ffc91edb,199950.0,370000.0,74000.0,5000.0,settled,194950,2008-09-12,2008-12-11,fire
443,house,0f2f57bf,198520.0,418000.0,84000.0,500.0,settled,198020,2021-10-19,2022-01-17,fire
444,house,3b0579d4,198440.0,312000.0,62000.0,2000.0,open,20000,2016-06-01,2016-08-30,theft
445,house,bd85e328,192810.0,282000.0,56000.0,5000.0,under investigation,0,2011-11-26,,fire
446,house,6379d903,202460.0,576000.0,115000.0,500.0,open,20000,2023-08-22,2023-11-20,theft
447,house,70c878f9,194460.0,289000.0,58000.0,500.0,settled,193960,2014-06-13,2014-09-11,fire
448,house,5abcceec,190230.0,537000.0,107000.0,5000.0,settled,185230,2008-03-06,2008-06-04,fire
449,house,6c75b268,182550.0,573000.0,115000.0,2000.0,settled,180550,2007-10-03,2008-01-01,fire
450,house,d03804da,196210.0,436000.0,87000.0,5000.0,settled,191210,2008-11-04,2009-02-02,fire
451,house,dbf7d834,221430.0,593000.0,119000.0,5000.0,settled,216430,2022-08-30,2022-11-28,water damage
452,house,e0adbd4e,184810.0,610000.0,122000.0,2000.0,under investigation,0,2020-06-11,,nat cat
453,house,a75bc208,200000.0,418000.0,84000.0,5000.0,settled,195000,2009-05-26,2009-08-24,fire
454,house,49450d4f,197140.0,306000.0,61000.0,2000.0,under investigation,0,2011-02-03,,water damage
455,house,c41bab57,187360.0,397000.0,79000.0,500.0,settled,186860,2020-01-18,2020-04-17,other
456,house,60c83442,192310.0,437000.0,87000.0,1000.0,settled,191310,2016-08-01,2016-10-30,water damage
457,house,15795bab,205940.0,607000.0,121000.0,5000.0,settled,200940,2016-12-27,2017-03-27,nat cat
458,house,ba0b8e28,212380.0,219000.0,44000.0,500.0,settled,211880,2008-10-30,2009-01-28,nat cat
459,house,fd7f8659,207480.0,471000.0,94000.0,2000.0,under investigation,0,2017-11-14,,water damage
460,house,ffc28a8c,193570.0,502000.0,100000.0,5000.0,settled,188570,2005-07-12,2005-10-10,fire
461,house,c80ed365,185430.0,490000.0,98000.0,500.0,settled,184930,2005-12-26,2006-03-26,fire
462,house,226f2a54,189920.0,420000.0,84000.0,5000.0,settled,184920,2016-04-19,2016-07-18,water damage
463,house,b8b8a4b6,192290.0,510000.0,102000.0,1000.0,denied,0,2015-11-28,,water damage
464,house,d6ee35a9,184980.0,521000.0,104000.0,2000.0,settled,182980,2020-10-18,2021-01-16,nat cat
465,house,5307f5a3,214220.0,439000.0,88000.0,2000.0,under investigation,0,2006-09-08,,fire
466,house,7c6ea0ac,195170.0,500000.0,100000.0,1000.0,settled,194170,2007-07-27,2007-10-25,water damage
467,house,8ca1770f,194770.0,719000.0,144000.0,1000.0,settled,193770,2005-12-30,2006-03-30,nat cat
468,house,3befd44a,209830.0,266000.0,53000.0,2000.0,under investigation,0,2011-09-28,,nat cat
469,house,1e0b4916,193410.0,321000.0,64000.0,1000.0,settled,192410,2017-08-16,2017-11-14,fire
470,house,382b2664,192430.0,340000.0,68000.0,5000.0,under investigation,0,2006-04-18,,fire
471,house,b58130aa,212060.0,354000.0,71000.0,500.0,settled,211560,2022-09-11,2022-12-10,fire
472,house,4b8b8b6a,225430.0,351000.0,70000.0,5000.0,settled,220430,2022-03-15,2022-06-13,fire
473,house,f2ddd896,182920.0,284000.0,57000.0,500.0,settled,182420,2010-12-20,2011-03-20,fire
