"","property_type","claim_id","claim_amount","property_value","pml","deductible","claim_status","payment","incident_date","payment_date","incident_type"
"286","house","9a4ff3d7",190820,467000,93000,2000,"settled",188820,2014-10-24,2015-01-22,"nat cat"
"287","house","b8dd5cbf",207260,338000,68000,2000,"settled",205260,2016-09-06,2016-12-05,"nat cat"
"288","house","24c805e6",215750,303000,61000,2000,"open",20000,2009-05-15,2009-08-13,"theft"
"289","house","e411c74d",196300,294000,59000,1000,"under investigation",0,2017-04-22,NA,"fire"
"290","house","dda1cabc",198760,497000,99000,1000,"open",20000,2008-08-17,2008-11-15,"theft"
"291","house","03766dba",190990,665000,133000,1000,"settled",189990,2017-06-17,2017-09-15,"water damage"
"292","house","5fcbb72a",173410,485000,97000,5000,"settled",168410,2007-11-11,2008-02-09,"water damage"
"293","house","9474b608",194390,342000,68000,500,"settled",193890,2019-12-07,2020-03-06,"nat cat"
"294","house","55de8c19",197360,415000,83000,5000,"settled",192360,2019-04-09,2019-07-08,"water damage"
"295","house","3ae8e5cf",227100,452000,90000,1000,"settled",226100,2020-06-19,2020-09-17,"water damage"
"296","house","8c7c330a",202340,596000,119000,5000,"settled",197340,2013-06-20,2013-09-18,"fire"
"297","house","f8748e01",217110,486000,97000,1000,"denied",0,2023-12-22,NA,"fire"
"298","house","e315ba95",205510,280000,56000,5000,"settled",200510,2004-05-14,2004-08-12,"fire"
"299","house","e0b1037f",187990,525000,105000,1000,"settled",186990,2019-05-01,2019-07-30,"other"
"300","house","e7266e92",208930,432000,86000,1000,"under investigation",0,2017-01-13,NA,"water damage"
"301","house","340241b3",212420,743000,149000,500,"under investigation",0,2011-08-21,NA,"other"
"302","house","029929f5",195840,456000,91000,5000,"settled",190840,2020-01-21,2020-04-20,"other"
"303","house","aea13dc5",214200,267000,53000,500,"settled",213700,2023-01-08,2023-04-08,"fire"
"304","house","db78a122",183100,408000,82000,5000,"settled",178100,2015-01-06,2015-04-06,"water damage"
"305","house","8f40becc",194100,304000,61000,1000,"settled",193100,2021-09-20,2021-12-19,"water damage"
"306","house","9077b624",207110,468000,94000,1000,"settled",206110,2008-01-30,2008-04-29,"water damage"
"307","house","2f1c98ed",221850,372000,74000,5000,"under investigation",0,2017-08-13,NA,"nat cat"
"308","house","b23c080c",233580,422000,84000,500,"settled",233080,2016-04-30,2016-07-29,"nat cat"
"309","house","7f339d9e",202170,427000,85000,1000,"under investigation",0,2004-07-29,NA,"water damage"
"310","house","d9f9e722",190650,385000,77000,5000,"settled",185650,2010-09-14,2010-12-13,"fire"
"311","house","b239ffdb",208400,344000,69000,1000,"settled",207400,2008-04-20,2008-07-19,"fire"
"312","house","4bb54dbe",201760,489000,98000,1000,"open",20000,2015-04-15,2015-07-14,"theft"
"313","house","44012241",213070,450000,90000,5000,"open",20000,2018-03-24,2018-06-22,"theft"
"314","house","b3590360",211460,459000,92000,2000,"settled",209460,2015-12-05,2016-03-04,"water damage"
"315","house","8585e1a0",184860,579000,116000,1000,"settled",183860,2015-05-03,2015-08-01,"water damage"
"316","house","3c3867a2",192030,239000,48000,1000,"settled",191030,2012-06-19,2012-09-17,"nat cat"
"317","house","3e41d6ec",179680,404000,81000,5000,"settled",174680,2018-10-30,2019-01-28,"water damage"
"318","house","805f5339",208210,509000,102000,5000,"settled",203210,2017-12-06,2018-03-06,"water damage"
"319","house","bb702c78",190210,395000,79000,1000,"settled",189210,2019-02-12,2019-05-13,"nat cat"
"320","house","2166e78e",182790,524000,105000,5000,"settled",177790,2021-01-22,2021-04-22,"other"
"321","house","9b0a58ab",213660,423000,85000,1000,"settled",212660,2016-01-28,2016-04-27,"other"
"322","house","3188d3ae",212670,169000,34000,2000,"under investigation",0,2020-09-29,NA,"water damage"
"323","house","67bb5391",212340,213000,43000,2000,"settled",210340,2018-02-07,2018-05-08,"fire"
"324","house","2fc704cf",224640,358000,72000,500,"open",20000,2018-07-29,2018-10-27,"theft"
"325","house","8a8501a8",189810,455000,91000,5000,"settled",184810,2023-07-26,2023-10-24,"fire"
"326","house","15002118",204540,394000,79000,5000,"settled",199540,2018-08-23,2018-11-21,"nat cat"
"327","house","547bcf40",203400,205000,41000,5000,"settled",198400,2020-03-12,2020-06-10,"water damage"
"328","house","9b6e5cca",190150,270000,54000,5000,"settled",185150,2008-08-05,2008-11-03,"fire"
"329","house","47aae4f0",182470,515000,103000,500,"settled",181970,2011-01-26,2011-04-26,"nat cat"
"330","house","f224dffd",200290,523000,105000,5000,"settled",195290,2015-02-01,2015-05-02,"fire"
"331","house","214ffa9f",161880,704000,141000,500,"settled",161380,2015-08-14,2015-11-12,"fire"
"332","house","538ba59a",189540,319000,64000,1000,"settled",188540,2014-03-18,2014-06-16,"other"
"333","house","cc734e0f",180470,502000,1e+05,500,"open",20000,2004-04-19,2004-07-18,"theft"
"334","house","8153fdaf",191050,578000,116000,2000,"settled",189050,2011-05-23,2011-08-21,"water damage"
"335","house","8e858730",187950,418000,84000,5000,"settled",182950,2015-03-30,2015-06-28,"nat cat"
"336","house","249ce74e",211070,335000,67000,2000,"settled",209070,2005-10-01,2005-12-30,"fire"
"337","house","8fef2255",191610,210000,42000,2000,"settled",189610,2023-08-25,2023-11-23,"water damage"
"338","house","de77a467",183560,53000,11000,5000,"settled",178560,2015-04-06,2015-07-05,"fire"
"339","house","ab636b70",212500,620000,124000,5000,"settled",207500,2014-05-20,2014-08-18,"fire"
"340","house","59edbaf6",212330,561000,112000,1000,"open",20000,2011-06-13,2011-09-11,"theft"
"341","house","2ab1dc8b",198470,522000,104000,500,"settled",197970,2013-01-17,2013-04-17,"fire"
"342","house","24dad5bc",205630,350000,70000,500,"settled",205130,2010-10-24,2011-01-22,"nat cat"
"343","house","c9161a83",183090,567000,113000,500,"settled",182590,2023-03-01,2023-05-30,"water damage"
"344","house","a2b82758",191530,669000,134000,2000,"open",20000,2010-07-06,2010-10-04,"theft"
"345","house","05779929",203130,251000,50000,2000,"settled",201130,2019-07-24,2019-10-22,"nat cat"
"346","house","4849b268",175640,348000,70000,1000,"settled",174640,2021-07-08,2021-10-06,"fire"
"347","house","8e6319a2",221230,306000,61000,500,"settled",220730,2011-08-11,2011-11-09,"fire"
"348","house","b2f9167e",210360,314000,63000,5000,"settled",205360,2004-12-14,2005-03-14,"water damage"
"349","house","f44c2a06",188500,272000,54000,500,"settled",188000,2014-11-18,2015-02-16,"water damage"
"350","house","2b3443da",214210,424000,85000,1000,"denied",0,2014-10-21,NA,"water damage"
"351","house","09cbfa41",193420,334000,67000,2000,"settled",191420,2005-11-19,2006-02-17,"water damage"
"352","house","4867496b",182780,347000,69000,1000,"settled",181780,2020-01-05,2020-04-04,"nat cat"
"353","house","0c7f44b5",220570,339000,68000,5000,"under investigation",0,2018-12-12,NA,"other"
"354","house","77edce0a",202300,304000,61000,5000,"settled",197300,2019-08-01,2019-10-30,"nat cat"
"355","house","787c7b05",180930,421000,84000,5000,"under investigation",0,2008-04-30,NA,"fire"
"356","house","2d427224",177090,549000,110000,5000,"settled",172090,2007-07-02,2007-09-30,"fire"
"357","house","ffa4dc77",203330,378000,76000,1000,"denied",0,2012-04-08,NA,"water damage"
"358","house","105e5ade",202880,257000,51000,5000,"settled",197880,2007-05-23,2007-08-21,"fire"
"359","house","1e79797a",214700,453000,91000,5000,"settled",209700,2009-10-24,2010-01-22,"other"
"360","house","65416a49",204500,431000,86000,1000,"under investigation",0,2013-08-18,NA,"fire"
"361","house","71427068",200470,347000,69000,5000,"settled",195470,2012-12-04,2013-03-04,"nat cat"
"362","house","e80e3bf8",201610,583000,117000,1000,"under investigation",0,2019-03-29,NA,"nat cat"
"363","house","5fd21e2a",211000,508000,102000,2000,"settled",209000,2011-08-25,2011-11-23,"fire"
"364","house","90116ad7",176050,263000,53000,2000,"denied",0,2011-11-14,NA,"fire"
"365","house","6fdb718a",194670,673000,135000,500,"settled",194170,2006-10-14,2007-01-12,"nat cat"
"366","house","b46c6a23",188430,675000,135000,500,"open",20000,2011-11-13,2012-02-11,"theft"
"367","house","df3de34a",221550,517000,103000,5000,"denied",0,2023-08-29,NA,"fire"
"368","house","c9e4937c",205220,543000,109000,1000,"settled",204220,2014-10-20,2015-01-18,"fire"
"369","house","f166a332",196120,554000,111000,2000,"under investigation",0,2016-06-13,NA,"fire"
"370","house","efea25cb",232680,412000,82000,1000,"denied",0,2020-12-31,NA,"nat cat"
"371","house","ccea1197",207670,461000,92000,5000,"settled",202670,2004-11-04,2005-02-02,"nat cat"
"372","house","0be10e7a",202370,662000,132000,2000,"settled",200370,2006-04-07,2006-07-06,"water damage"
"373","house","6828b9fe",203980,609000,122000,500,"settled",203480,2010-05-29,2010-08-27,"water damage"
"374","house","3ada2ea8",214680,488000,98000,500,"under investigation",0,2005-08-22,NA,"water damage"
"375","house","3bf1e9d4",200730,462000,92000,5000,"settled",195730,2015-06-06,2015-09-04,"fire"
"376","house","36ae5602",185960,535000,107000,1000,"settled",184960,2018-08-20,2018-11-18,"fire"
"377","house","8cad9bf7",212570,730000,146000,2000,"settled",210570,2008-10-18,2009-01-16,"water damage"
"378","house","408652e0",202900,358000,72000,5000,"settled",197900,2015-08-23,2015-11-21,"fire"
"379","house","c5b8e72c",220780,3e+05,60000,1000,"settled",219780,2015-11-16,2016-02-14,"fire"
"380","house","ff518e22",217490,393000,79000,1000,"settled",216490,2023-02-15,2023-05-16,"nat cat"
"381","house","91d417ef",194280,369000,74000,2000,"under investigation",0,2004-01-31,NA,"fire"
"382","house","1f05ecf6",179280,432000,86000,2000,"settled",177280,2023-09-03,2023-12-02,"fire"
"383","house","9bd1d1cf",199730,325000,65000,500,"open",20000,2015-06-18,2015-09-16,"theft"
"384","house","e1d62a85",193220,259000,52000,500,"settled",192720,2019-03-08,2019-06-06,"water damage"
"385","house","5f7682f4",202410,693000,139000,1000,"open",20000,2010-05-31,2010-08-29,"theft"
"386","house","62385d6c",219630,421000,84000,1000,"settled",218630,2010-02-14,2010-05-15,"nat cat"
"387","house","8f076d46",190870,339000,68000,5000,"open",20000,2023-12-22,2024-03-21,"theft"
"388","house","c3c4d46c",182180,457000,91000,5000,"settled",177180,2018-08-06,2018-11-04,"nat cat"
"389","house","85da231a",195770,447000,89000,5000,"settled",190770,2011-11-04,2012-02-02,"water damage"
"390","house","0a7053c0",206920,418000,84000,5000,"settled",201920,2016-08-25,2016-11-23,"other"
"391","house","61133e60",211360,324000,65000,2000,"open",20000,2013-07-25,2013-10-23,"theft"
"392","house","4997e4cc",222250,589000,118000,1000,"denied",0,2014-02-28,NA,"fire"
"393","house","490a7e6b",196910,445000,89000,1000,"settled",195910,2022-03-06,2022-06-04,"fire"
"394","house","bab8b5be",173630,382000,76000,500,"settled",173130,2004-05-10,2004-08-08,"fire"
"395","house","beddf51d",234420,417000,83000,1000,"settled",233420,2005-02-08,2005-05-09,"water damage"
"396","house","6de79e54",181190,780000,156000,1000,"under investigation",0,2021-10-09,NA,"water damage"
"397","house","aeac29d7",189100,645000,129000,500,"settled",188600,2012-02-07,2012-05-07,"fire"
"398","house","4bb2cc75",208030,544000,109000,5000,"under investigation",0,2012-11-11,NA,"fire"
"399","house","bcbb199a",159960,316000,63000,5000,"settled",154960,2022-09-05,2022-12-04,"water damage"
"400","house","f0565c81",190390,335000,67000,5000,"settled",185390,2012-08-23,2012-11-21,"nat cat"
"401","house","ee6184d8",204640,290000,58000,2000,"under investigation",0,2013-01-05,NA,"water damage"
"402","house","520062af",167150,407000,81000,500,"under investigation",0,2011-12-12,NA,"other"
"403","house","8e07a2c5",204530,384000,77000,500,"under investigation",0,2018-09-25,NA,"fire"
"404","house","289a00b6",227010,430000,86000,5000,"settled",222010,2007-02-24,2007-05-25,"water damage"
"405","house","2633f172",196840,244000,49000,5000,"open",20000,2018-02-05,2018-05-06,"theft"
"406","house","cbe63bb2",179450,448000,90000,5000,"settled",174450,2006-06-29,2006-09-27,"nat cat"
"407","house","0912c744",183480,553000,111000,2000,"denied",0,2019-07-11,NA,"nat cat"
"408","house","f836ce79",202100,468000,94000,1000,"settled",201100,2008-10-16,2009-01-14,"water damage"
"409","house","3200031a",210820,395000,79000,500,"settled",210320,2005-09-18,2005-12-17,"nat cat"
"410","house","3da5cf41",222790,501000,1e+05,500,"settled",222290,2004-11-01,2005-01-30,"fire"
"411","house","180d8a89",214420,689000,138000,1000,"settled",213420,2021-02-27,2021-05-28,"fire"
"412","house","88521b56",192820,653000,131000,500,"settled",192320,2020-06-30,2020-09-28,"fire"
"413","house","1be3e624",203830,668000,134000,500,"settled",203330,2005-10-12,2006-01-10,"nat cat"
"414","house","886d0d1d",206160,211000,42000,500,"settled",205660,2005-10-14,2006-01-12,"water damage"
"415","house","3da297f9",195500,374000,75000,5000,"settled",190500,2020-11-17,2021-02-15,"water damage"
"416","house","481b70f2",206760,521000,104000,1000,"settled",205760,2012-06-05,2012-09-03,"fire"
"417","house","bb4c7571",201820,724000,145000,2000,"settled",199820,2012-06-15,2012-09-13,"fire"
"418","house","dce46158",201820,781000,156000,500,"settled",201320,2017-11-06,2018-02-04,"fire"
"419","house","00eba86f",217570,736000,147000,2000,"settled",215570,2005-02-15,2005-05-16,"water damage"
"420","house","e6d159be",216610,476000,95000,5000,"open",20000,2005-01-24,2005-04-24,"theft"
"421","house","2ae824d2",190820,463000,93000,2000,"open",20000,2022-03-05,2022-06-03,"theft"
"422","house","a3a8ac2f",214310,4e+05,80000,500,"under investigation",0,2018-05-08,NA,"water damage"
"423","house","7c2bbb3d",227000,244000,49000,5000,"settled",222000,2017-05-06,2017-08-04,"water damage"
"424","house","76568b00",189730,293000,59000,5000,"under investigation",0,2010-04-26,NA,"fire"
"425","house","7e1c3e54",200290,647000,129000,5000,"open",20000,2020-03-13,2020-06-11,"theft"
"426","house","6e75bf11",200410,324000,65000,2000,"settled",198410,2011-05-09,2011-08-07,"fire"
"427","house","f8065f38",181550,406000,81000,1000,"settled",180550,2011-03-21,2011-06-19,"fire"
"428","house","5156af33",209270,261000,52000,500,"settled",208770,2022-05-20,2022-08-18,"fire"
"429","house","195498cf",195180,309000,62000,5000,"settled",190180,2016-11-17,2017-02-15,"fire"
"430","house","387f867b",206110,488000,98000,1000,"settled",205110,2011-07-12,2011-10-10,"fire"
"431","house","f69ee12e",199870,436000,87000,5000,"settled",194870,2014-08-05,2014-11-03,"water damage"
"432","house","8cc5d3a2",203400,474000,95000,1000,"settled",202400,2017-05-25,2017-08-23,"water damage"
"433","house","65b0825f",194190,275000,55000,1000,"settled",193190,2008-08-26,2008-11-24,"water damage"
"434","house","fcf0f19f",190370,541000,108000,5000,"settled",185370,2006-04-15,2006-07-14,"other"
"435","house","e71b0ed1",197140,432000,86000,2000,"settled",195140,2009-02-15,2009-05-16,"water damage"
"436","house","06709a5d",204360,281000,56000,500,"settled",203860,2019-05-25,2019-08-23,"water damage"
"437","house","0de64de1",226550,278000,56000,1000,"under investigation",0,2013-02-09,NA,"fire"
"438","house","cd64eb26",189590,490000,98000,2000,"denied",0,2021-09-26,NA,"fire"
"439","house","52b0b598",202880,333000,67000,500,"under investigation",0,2005-02-07,NA,"water damage"
"440","house","85726397",204560,472000,94000,2000,"settled",202560,2015-06-21,2015-09-19,"fire"
"441","house","d74a7536",172050,511000,102000,5000,"settled",167050,2013-08-04,2013-11-02,"fire"
"442","house","ffc91edb",199950,370000,74000,5000,"settled",194950,2008-09-12,2008-12-11,"fire"
"443","house","0f2f57bf",198520,418000,84000,500,"settled",198020,2021-10-19,2022-01-17,"fire"
"444","house","3b0579d4",198440,312000,62000,2000,"open",20000,2016-06-01,2016-08-30,"theft"
"445","house","bd85e328",192810,282000,56000,5000,"under investigation",0,2011-11-26,NA,"fire"
"446","house","6379d903",202460,576000,115000,500,"open",20000,2023-08-22,2023-11-20,"theft"
"447","house","70c878f9",194460,289000,58000,500,"settled",193960,2014-06-13,2014-09-11,"fire"
"448","house","5abcceec",190230,537000,107000,5000,"settled",185230,2008-03-06,2008-06-04,"fire"
"449","house","6c75b268",182550,573000,115000,2000,"settled",180550,2007-10-03,2008-01-01,"fire"
"450","house","d03804da",196210,436000,87000,5000,"settled",191210,2008-11-04,2009-02-02,"fire"
"451","house","dbf7d834",221430,593000,119000,5000,"settled",216430,2022-08-30,2022-11-28,"water damage"
"452","house","e0adbd4e",184810,610000,122000,2000,"under investigation",0,2020-06-11,NA,"nat cat"
"453","house","a75bc208",2e+05,418000,84000,5000,"settled",195000,2009-05-26,2009-08-24,"fire"
"454","house","49450d4f",197140,306000,61000,2000,"under investigation",0,2011-02-03,NA,"water damage"
"455","house","c41bab57",187360,397000,79000,500,"settled",186860,2020-01-18,2020-04-17,"other"
"456","house","60c83442",192310,437000,87000,1000,"settled",191310,2016-08-01,2016-10-30,"water damage"
